id,progeny,family,IA_2012_yield,IA_2013_yield,IL_2012_yield,IL_2013_yield,IN_2012_yield,IN_2013_yield,NE_2012_yield,IA_2012_Yield,IA_2013_Yield,IL_2012_Yield,IL_2013_Yield,IN_2012_Yield,IN_2013_Yield,NE_2012_Yield,IA_2013_Protein,IL_2012_Protein,IL_2013_Protein,IN_2012_Protein,IN_2013_Protein,NE_2012_Protein,NE_2013_Protein,IA_2013_Oil,IL_2012_Oil,IL_2013_Oil,IN_2012_Oil,IN_2013_Oil,NE_2012_Oil,NE_2013_Oil,IA_2013_Fiber,IL_2012_Fiber,IL_2013_Fiber,IN_2012_Fiber,IN_2013_Fiber,NE_2012_Fiber,NE_2013_Fiber,IA_2013_seedWT,IL_2012_seedWT,IL_2013_seedWT,IN_2012_seedWT,IN_2013_seedWT,NE_2012_seedWT,NE_2013_seedWT,mean_Yield,mean_Protein,mean_Oil,mean_Fiber,mean_seedWT
632,DS11.40197,IA3023xPI398881,2256,2727,2522,2683,4114,5303,4231,2256.2,2726.9,2521.9,2683.3,4113.8,5302.6,4231.2,33.69,32.79,33.34,34.68,34.08,33.8,34.76,19.55,21.12,20.71,19.87,20.63,20,20.03,4.87,4.7,4.8,4.65,4.68,4.7,4.65,14.9,19.41,15.2,17,17.4,16.9,14.3,3405.128571,33.87714286,20.27285714,4.721428571,16.44428571
633,DS11.40198,IA3023xPI398881,2092,2279,3141,2804,4211,4366,3772,2092,2278.7,3140.6,2804.3,4210.9,4366.4,3771.7,33.24,33.95,34.4,35.56,35.07,34.9,36.88,18.75,19.47,19.48,19,19.54,18.8,18.85,4.99,4.76,4.84,4.66,4.67,4.8,4.54,14.4,16.27,13.2,15.87,16.9,16.1,14.7,3237.8,34.85714286,19.12714286,4.751428571,15.34857143
634,DS11.41001,IA3023xPI427136,2141,3344,3968,3288,3366,4778,4364,2141.3,3344.5,3967.8,3288.5,3366.2,4778.4,4363.7,32.8,31.55,30.94,31.89,34.46,34.8,33.75,19.64,20.24,21.93,20.76,19.96,18.9,20.66,4.93,4.92,4.91,4.9,4.72,4.8,4.7,14.9,16.7,13.1,13.81,16.1,15.7,12.7,3607.2,32.88428571,20.29857143,4.84,14.71571429
635,DS11.41002,IA3023xPI427136,2684,3141,3995,3645,3881,5501,4594,2684.1,3141,3994.7,3645,3881,5501.1,4594.4,34.05,33,32.2,34.54,33.71,36,35.81,18.68,19.94,21.32,19.32,19.99,18,19.27,4.91,4.77,4.85,4.76,4.77,4.8,4.6,15.5,17.29,14.8,15.93,15.4,14.4,12.8,3920.185714,34.18714286,19.50285714,4.78,15.16
636,DS11.41003,IA3023xPI427136,2326,3186,3860,3315,3584,4632,5148,2325.5,3186,3860.2,3315.4,3584.3,4631.6,5148.5,34.52,32.69,31.18,34.33,35.09,35.5,35.24,19.12,20.21,21.94,19.69,20.16,19,20.51,4.83,4.81,4.88,4.76,4.69,4.7,4.53,16,18.52,14.3,17.69,17.2,16,13.7,3721.642857,34.07857143,20.09,4.742857143,16.20142857
637,DS11.41004,IA3023xPI427136,2683,3320,4694,3490,3801,5437,4097,2682.7,3319.5,4694.1,3490.3,3800.7,5436.6,4097.4,33.03,32.72,32.1,34.34,34.3,36.3,36.56,19.61,20.14,21.65,19.4,20.01,18,18.53,4.91,4.78,4.82,4.76,4.69,4.7,4.6,15.2,16.98,14.3,15.06,15.6,13.6,11.6,3931.614286,34.19285714,19.62,4.751428571,14.62
638,DS11.41007,IA3023xPI427136,2381,3037,4048,3457,4185,5485,4680,2380.8,3037.3,4048.5,3456.7,4185,5485,4679.6,32.92,32.65,31.27,34.24,32.7,34.8,36.1,19.64,20.19,22.15,19.96,20.95,18.8,18.79,4.93,4.81,4.86,4.73,4.76,4.8,4.64,16.4,19.53,14.7,17.42,17.9,16.7,14.2,3896.128571,33.52571429,20.06857143,4.79,16.69285714
639,DS11.41011,IA3023xPI427136,3158,3090,3984.5,2861.5,4109,5758,4408.5,2666,3752,4122.4,2353.8,4502.9,5813.3,4569.1,33.32,32.02,32.84,32.09,33.4,35.4,35.87,19.3,20.09,21.31,20.18,20.38,18.8,19.65,4.91,4.87,4.78,4.93,4.84,4.7,4.54,17.9,20.27,13.9,16.11,19.6,16.8,14,3968.5,33.56285714,19.95857143,4.795714286,16.94
640,DS11.41012,IA3023xPI427136,1974,3299,4835,2818,2972,5156,4500,1973.7,3299.4,4835.3,2817.8,2971.7,5155.9,4499.7,31.86,32.74,30.92,32.44,33.5,34.7,35.47,19.66,20.02,21.87,20.47,20.4,18.7,18.82,5.02,4.83,4.89,4.87,4.72,4.8,4.7,17.4,20.3,14.6,16.02,20.2,17.7,14,3650.5,33.09,19.99142857,4.832857143,17.17428571
641,DS11.41013,IA3023xPI427136,2386,3482,4008,3463,3520,4360,4006,2386.2,3482.1,4008.1,3463.4,3520.4,4359.5,4006.3,33.92,34.61,32.43,35.05,33.86,35.9,36.56,19.42,19.52,21.49,19.57,20.74,18.9,19.38,4.86,4.74,4.81,4.69,4.67,4.7,4.51,18.1,21.65,15.4,16.97,18.6,18.4,14.1,3603.714286,34.61857143,19.86,4.711428571,17.60285714
642,DS11.41014,IA3023xPI427136,2631,3428,4304,2374,4143,4325,5489,2631.3,3427.8,4304,2373.9,4143.3,4324.8,5488.7,32.55,33.23,31.21,33.46,32.74,34.3,35.72,19.76,19.92,21.24,19.97,20.5,19.2,19.05,4.95,4.75,5,4.79,4.85,4.8,4.66,16.1,18.06,12.1,14.91,15.5,17.2,12.2,3813.4,33.31571429,19.94857143,4.828571429,15.15285714
643,DS11.41015,IA3023xPI427136,2696,3661,4257,3181,3517,5844,4839,2695.9,3661,4256.9,3180.9,3517.4,5844,4839,32.77,32.89,31.53,32.94,33.41,35.7,35.05,19.89,20.68,22.26,20.53,21.04,18.9,20.52,4.92,4.75,4.83,4.8,4.7,4.7,4.56,17.6,21.43,14.4,15.96,18.2,17.5,14.9,3999.3,33.47,20.54571429,4.751428571,17.14142857
644,DS11.41016,IA3023xPI427136,2520,3155,4479,3403,3872,4826,5274,2519.6,3155.1,4478.9,3402.9,3871.7,4826,5274.2,32.31,32.68,31.54,32.8,32.85,34.4,34.33,18.89,19.28,20.78,19.44,20.13,18.7,19.6,5.06,4.89,4.96,4.93,4.86,4.8,4.75,16.9,19.38,15.4,13.9,16.8,17.2,13.2,3932.628571,32.98714286,19.54571429,4.892857143,16.11142857
645,DS11.41017,IA3023xPI427136,2178,3368,3685,3060,3646,5112,3723,2178.4,3368.2,3685.3,3059.9,3646.4,5111.6,3722.9,34.55,33.92,32.11,36.38,35.91,38,38.37,19.5,20.08,21.62,19.16,20.1,18.1,18.03,4.79,4.67,4.83,4.59,4.49,4.5,4.47,20,22.32,16.1,18.5,21.7,19.6,14.4,3538.957143,35.60571429,19.51285714,4.62,18.94571429
646,DS11.41018,IA3023xPI427136,2394,3577,4681,2912,NA,5308,5131,2394.2,3576.8,4680.6,2911.9,NA,5308.4,5131.2,34.16,34.45,33.82,35.22,34.99,36,37.07,19.69,20.01,21.15,19.55,20.83,19.1,19.79,4.81,4.67,4.72,4.66,4.53,4.6,4.41,17,21.16,15.1,15.78,19.6,16.7,15.7,4000.516667,35.10142857,20.01714286,4.628571429,17.29142857
647,DS11.41026,IA3023xPI427136,1951,2986,4143,2966,3012,5004,4935,1951.1,2986.4,4142.6,2965.7,3012.2,5003.6,4935.1,34.43,35.17,33.85,34.23,34.71,36.6,36.06,19.21,19.46,21.26,19.96,20.5,18.6,20.06,4.84,4.62,4.7,4.69,4.61,4.6,4.5,16.3,19.04,13.6,14.05,15.8,16.7,14.2,3570.957143,35.00714286,19.86428571,4.651428571,15.67
648,DS11.41028,IA3023xPI427136,2328,3584,4472,3504,3995,6099,4673,2328.1,3583.7,4472.1,3503.7,3995.3,6099.3,4672.8,34.14,33.97,32.6,34.72,34.69,36.4,36.44,18.85,19.15,20.7,19.28,20.11,18.2,18.8,4.89,4.8,4.85,4.76,4.65,4.7,4.58,14.9,18.18,13.4,14.73,16.2,15.7,12.5,4093.571429,34.70857143,19.29857143,4.747142857,15.08714286
649,DS11.41030,IA3023xPI427136,2686.5,2878.5,3910.5,3083.5,3562,5283.5,4562.5,2270.2,3590.6,4162.8,3423,2973.8,5064.4,4554.8,35.34,34,33.73,34.57,35.98,37,36.4,19.08,19.91,21.67,19.65,20.34,18.6,19.81,4.76,4.71,4.69,4.69,4.49,4.6,4.5,17,18.95,14.1,13.75,17.6,15.6,13.9,3719.942857,35.28857143,19.86571429,4.634285714,15.84285714
650,DS11.41037,IA3023xPI427136,2767.5,2491,4240,2727,3485.5,5087,5192,2312.3,3304.8,4283.8,2091.5,3269.1,4697.7,5951,33.37,33.95,32.25,32.56,34.52,36,35.18,20.17,19.6,21.79,20.62,20.35,18.6,19.94,4.84,4.75,4.82,4.85,4.68,4.7,4.63,16.4,18.82,13,15.21,17.3,17.3,14.5,3701.457143,33.97571429,20.15285714,4.752857143,16.07571429
651,DS11.41039,IA3023xPI427136,2307,3062,3517,3228,3252,4764,4557,2306.9,3061.7,3517.2,3228,3252,4764.4,4557,33.61,32.3,31.46,32.9,33.71,34.7,35.44,19.35,20.17,21.79,20.06,19.61,19.1,19.72,4.89,4.84,4.88,4.85,4.86,4.8,4.61,15.8,17.81,14.2,14.4,16.5,15.6,13,3526.742857,33.44571429,19.97142857,4.818571429,15.33
652,DS11.41041,IA3023xPI427136,2900,3290,4586,3706,3018,4890,6291,2900.1,3290.4,4586.5,3705.5,3018.1,4889.6,6290.9,34.42,33.64,33.39,32.39,34.91,34.9,38.04,18.79,19.69,20.49,20.54,20.19,18.9,18.37,4.86,4.76,4.87,4.85,4.63,4.8,4.45,16.1,18.85,14.9,14.7,17.4,17.8,12.8,4097.3,34.52714286,19.56714286,4.745714286,16.07857143
653,DS11.41042,IA3023xPI427136,2677,3624,4432,3194,3152,5029,4607,2677.1,3624.5,4431.8,3194.4,3152.5,5029.2,4607.1,32.75,33.34,31.14,33.9,34.35,36,34.63,19.21,19.26,21.07,19.26,19.62,17.8,19.65,4.98,4.84,4.99,4.83,4.76,4.8,4.72,14.3,16.98,11.8,11.83,15.3,14.5,12.6,3816.657143,33.73,19.41,4.845714286,13.90142857
654,DS11.41044,IA3023xPI427136,2400,2758,4714,3295,2332,4716,3865,2399.7,2758.3,4714.2,3295.3,2332.1,4716.2,3864.6,33.03,33.48,30.8,33.31,33.22,36.1,35.67,19.45,19.7,21.21,19.76,20.41,17.9,19.13,4.93,4.76,4.99,4.84,4.78,4.8,4.64,15.2,18.36,13.2,13.87,16.4,14.5,12.6,3440.057143,33.65857143,19.65142857,4.82,14.87571429
655,DS11.41045,IA3023xPI427136,1996,3213,4297,2650,3342,5501,4538,1996.3,3212.7,4297.3,2649.7,3342.3,5501.1,4537.9,34.95,34.5,33.73,35.27,35.38,36.5,36.36,19.22,19.23,21.2,18.7,20.11,18.5,19.71,4.78,4.78,4.7,4.76,4.56,4.7,4.48,15.8,18.95,13,14.14,16.4,15.6,14.1,3648.185714,35.24142857,19.52428571,4.68,15.42714286
656,DS11.41047,IA3023xPI427136,2252,3179,4593,2811,2978,4469,4352,2251.5,3178.6,4593.2,2811.1,2978,4468.9,4351.8,33.53,31.34,31.96,32.53,34,34.6,34.41,18.94,20.87,21.64,20.39,20.22,19.2,20.76,4.94,4.84,4.87,4.87,4.72,4.8,4.62,15.3,18.06,14,13.15,15.6,17.1,14.6,3519.014286,33.19571429,20.28857143,4.808571429,15.40142857
657,DS11.41050,IA3023xPI427136,2405,3066,4210,2475,3689,4058,5005,2404.6,3066.1,4209.9,2474.8,3689.2,4058,5004.8,33.42,32.09,31.92,33.06,34.58,35.5,35.52,19.67,20.34,21.62,19.95,20.01,18.4,19.61,4.88,4.87,4.84,4.84,4.66,4.8,4.59,16.3,18.7,14.4,15.17,15.8,17,13.1,3558.2,33.72714286,19.94285714,4.782857143,15.78142857
658,DS11.41052,IA3023xPI427136,2468,3465,3954,2630,3760,5022,5355,2468.2,3464.9,3954.3,2629.5,3760.2,5021.8,5354.9,35.09,34.83,34.03,35.5,35.6,36.1,36.86,19.3,19.53,21,19.55,19.75,18.7,19.36,4.73,4.69,4.73,4.63,4.72,4.7,4.48,17,19.84,14.7,18.41,17.6,17.9,15.4,3807.685714,35.43,19.59857143,4.668571429,17.26428571
659,DS11.41053,IA3023xPI427136,2775,3643,4721,4028,3561,4917,3840,2774.7,3643.4,4721,4028.3,3560.7,4916.6,3839.8,34.68,33.81,33.14,32.82,34.86,37,35.73,18.79,19.69,20.69,20.37,20.11,17.7,18.97,4.85,4.76,4.84,4.82,4.63,4.7,4.66,16.1,17.56,15,16.8,16.8,14.6,12.9,3926.357143,34.57714286,19.47428571,4.751428571,15.68
660,DS11.41055,IA3023xPI427136,2031,3323,4062,3995,3904,6067,4507,2031.4,3323,4061.9,3994.7,3904.5,6067,4506.9,33.1,33.39,32.83,33.56,34.03,35.6,35.42,18.69,19.18,21.05,19.32,19.91,18.3,20.04,5,4.88,4.8,4.89,4.74,4.8,4.58,17.6,19.34,16.1,17.36,17.5,17.5,14.7,3984.2,33.99,19.49857143,4.812857143,17.15714286
661,DS11.41056,IA3023xPI427136,1937,2362,4586,2650,2322,4835,3688,1936.6,2361.8,4586.5,2649.7,2322,4834.6,3687.8,33.73,34.58,31.91,32.34,33.72,36.1,34.54,18.81,18.68,21.25,19.86,20.18,18,19.88,4.92,4.79,4.93,4.97,4.77,4.8,4.72,15,16.92,14.1,12.01,16.4,15.1,13,3197,33.84571429,19.52285714,4.842857143,14.64714286
662,DS11.41057,IA3023xPI427136,2296,2900,3900,3457,3636,4511,4086,2296.3,2899.7,3900.5,3456.7,3636.2,4511.3,4085.8,34.02,33.53,30.72,32.76,33.23,35.4,36.49,18.75,19.41,21.76,19.99,20.33,18.6,18.09,4.96,4.81,4.94,4.91,4.79,4.8,4.67,14.9,17.63,14,12.79,15.9,14.6,11.5,3540.928571,33.73571429,19.56142857,4.84,14.47428571
663,DS11.41100,IA3023xPI427136,2275,3840,3948,3443,2546,4835,4254,2275.3,3840.3,3947.6,3443.2,2546.3,4834.7,4253.9,33.52,33.46,32.76,33.24,34.83,36.3,36.22,19.08,19.87,21.22,20,20.15,18.4,19.81,4.89,4.74,4.79,4.86,4.66,4.7,4.51,18.3,20.73,15.9,15,19,18.6,15.8,3591.614286,34.33285714,19.79,4.735714286,17.61857143
664,DS11.41101,IA3023xPI427136,2742,2791,3497,3389,3281,5273,4539,2741.8,2790.8,3497,3389.4,3281,5273.4,4538.9,33.36,33.48,32.14,35.29,34.18,35.4,34.32,18.69,19.64,20.9,18.93,19.47,18.4,20.08,4.98,4.8,4.9,4.72,4.77,4.7,4.73,16.1,18.73,14.8,18.2,16.8,17.7,16,3644.614286,34.02428571,19.44428571,4.8,16.90428571
665,DS11.41103,IA3023xPI427136,3259,2492,3309,2771,3827,4962,4919,3258.7,2492.1,3308.7,2770.7,3827,4962.2,4918.8,33.22,32.74,32.5,34.82,34.04,34.6,34.28,18.72,20.5,21.37,19.2,19.86,18.8,20.1,4.96,4.74,4.84,4.75,4.79,4.8,4.73,16.8,18.67,14.6,16.97,19.1,17.4,15.2,3648.314286,33.74285714,19.79285714,4.801428571,16.96285714
666,DS11.41104,IA3023xPI427136,3134,2674,3443,2932,4446,5332,5241,3133.8,2674.1,3443.2,2932.1,4445.9,5331.7,5240.7,32.66,32.06,31.37,34.78,34.16,34.6,34.05,18.6,20.16,21.35,19.08,19.59,18.3,20.09,4.95,4.89,4.92,4.77,4.76,4.9,4.76,16.8,17.26,14.5,17.24,18,17.8,15.4,3885.928571,33.38285714,19.59571429,4.85,16.71428571
667,DS11.41107,IA3023xPI427136,2608,2457,3329,3127,4049,5727,4570,2608.3,2457,3328.9,3127.1,4048.8,5726.9,4570.2,33.94,33.37,32.11,36.68,34.91,35.7,35.29,19.21,19.89,21.32,18.18,19.47,18.3,19.42,4.91,4.78,4.88,4.64,4.71,4.8,4.69,17.3,17.32,14.2,16.23,17.5,14.6,14.1,3695.314286,34.57142857,19.39857143,4.772857143,15.89285714
668,DS11.41108,IA3023xPI427136,3252,2838.5,3342,3087,3899.5,5277,4447,3590.8,2650.2,3584.4,3039.7,3955.1,5369.3,3895.8,32.82,33.44,32.45,36.82,34.93,36.1,35.2,18.56,20.12,21.08,18.49,19.04,18.2,19.06,5.03,4.75,4.86,4.6,4.74,4.7,4.74,14.6,18.61,13.6,16.74,15.3,17,11.5,3726.471429,34.53714286,19.22142857,4.774285714,15.33571429
669,DS11.41110,IA3023xPI427136,2958,2427,3558,2925,3755,5116,5784,2957.5,2427.2,3557.5,2925.4,3754.8,5116.2,5783.7,33.82,31.87,32.76,36.44,34.97,35.3,35.61,18.12,20.66,21.35,18.67,19.71,18.9,19.9,5.01,4.81,4.8,4.63,4.67,4.7,4.6,14,15.94,13.3,16.8,18,16.3,13.7,3788.9,34.39571429,19.61571429,4.745714286,15.43428571
670,DS11.41111,IA3023xPI427136,3325,2565,2972,2677,3912,5454,5231,3324.9,2564.9,2972.5,2676.6,3911.6,5453.8,5231.3,33.02,33.17,33.07,35.11,35.4,36.1,35.52,19.44,21.08,21.91,20.23,20.04,19.1,20.16,4.86,4.65,4.69,4.58,4.57,4.6,4.55,17,18.21,15.6,21.1,19.3,20,17.1,3733.657143,34.48428571,20.28,4.642857143,18.33
671,DS11.41112,IA3023xPI427136,3202,3003,2885,2946,4686,5274,4739,3201.6,3003,2885,2945.6,4685.8,5273.5,4739.1,32.96,33.32,31.86,34.71,34.21,35.3,36.02,18.78,20.21,21.52,19.26,19.29,18.4,17.89,5.01,4.73,4.9,4.74,4.81,4.8,4.77,15.1,15.94,13.3,16.08,15.7,15.3,11,3819.085714,34.05428571,19.33571429,4.822857143,14.63142857
672,DS11.41113,IA3023xPI427136,3162,2682,3242,2630,4465,5699,NA,3162.4,2681.8,3241.5,2629.5,4465.4,5699.4,NA,33.46,32.92,32.64,35.01,34.66,NA,35.14,19.09,20.37,21.7,19.34,19.57,NA,19.62,4.97,4.76,4.79,4.71,4.76,NA,4.67,15.7,17.78,13.6,16.91,17.4,NA,12.7,3646.666667,33.97166667,19.94833333,4.776666667,15.68166667
673,DS11.41114,IA3023xPI427136,3184,2705,3497,3403,4230,5550,3489,3183.6,2705.3,3497,3402.9,4230.3,5549.7,3489,34.26,34.69,34.29,36.55,36.08,35.9,36.54,18.22,19.74,20.53,18.72,18.75,18.3,18.05,4.93,4.68,4.74,4.62,4.65,4.7,4.7,15,17.47,14.4,16.5,16,15.7,12.3,3722.542857,35.47285714,18.90142857,4.717142857,15.33857143
674,DS11.41115,IA3023xPI427136,3420,2862,3161,3154,3825,5381,5061,3420.4,2861.9,3160.8,3154,3824.8,5380.7,5061,32.26,32.8,31.11,33.56,33.75,34,34.97,19.22,19.98,21.61,19.62,19.23,18.9,18.58,5.03,4.79,4.94,4.82,4.84,4.9,4.8,16.2,16.86,14.1,17.48,16,16.1,12.7,3837.657143,33.20714286,19.59142857,4.874285714,15.63428571
675,DS11.41116,IA3023xPI427136,2668,2955,2838,2771,4603,5484,5135,2668.2,2954.8,2838,2770.7,4603.3,5484.1,5135.2,32.4,31.7,31.79,34.94,33.15,35.2,34.89,18.76,20.79,21.8,19.1,20.25,18.6,19.54,5.01,4.83,4.87,4.73,4.82,4.8,4.74,16.1,17.44,13.1,16.59,16.2,14.8,12.7,3779.185714,33.43857143,19.83428571,4.828571429,15.27571429
676,DS11.41117,IA3023xPI427136,2946,2524,3544,3006,4818,4786,3928,2945.7,2524.5,3544.1,3006.1,4818.3,4785.6,3928.4,32.13,31.78,31.02,33.2,34.98,35.6,33.1,18.9,20.53,21.7,20.16,18.85,18.5,19.8,4.99,4.82,4.94,4.79,4.73,4.7,4.9,14.7,15.6,12.2,14.02,14.8,15.1,12.6,3650.385714,33.11571429,19.77714286,4.838571429,14.14571429
677,DS11.41118,IA3023xPI427136,4224,2355,3793,2946,4170,5170,4119,4224.4,2354.6,3792.9,2945.6,4170.4,5169.9,4118.9,33.07,32.43,32.3,36.79,33.74,35.6,34.52,18.85,20.6,21.66,18.81,20.04,18.7,20.4,4.9,4.79,4.78,4.57,4.75,4.7,4.63,16.4,18.79,13.9,18.68,17.1,15.9,15.2,3825.242857,34.06428571,19.86571429,4.731428571,16.56714286
678,DS11.41122,IA3023xPI427136,2666,2020,3134,3329,4068,4819,3853,2666.4,2020.4,3133.9,3328.9,4068.4,4818.8,3852.6,33.52,32.41,31.59,35.16,34.36,35.1,36.87,19.15,20.3,21.43,19.16,19.49,18.6,18.37,4.86,4.83,5,4.74,4.77,4.8,4.59,14.4,16.3,12.7,16.94,16.6,16.5,11.5,3412.771429,34.14428571,19.5,4.798571429,14.99142857
679,DS11.41123,IA3023xPI427136,3164,3308,3732,3457,4370,6025,5226,3163.8,3308.3,3732.4,3456.7,4370,6024.9,5225.6,32.03,31.98,31.81,32.95,33.82,34.8,33.62,18.83,20.87,21.88,20.26,19.65,19,20.6,5.03,4.77,4.86,4.78,4.8,4.7,4.77,15,16.77,13.5,16.59,15.8,15.6,13.8,4183.1,33.00142857,20.15571429,4.815714286,15.29428571
680,DS11.41124,IA3023xPI427136,3365,3159,2946,3484,4252,5301,4294,3365,3158.9,2945.6,3483.6,4252.5,5301.4,4294.1,32.12,32.44,31.05,34.33,34.15,34.9,36.17,19.58,21.06,22.2,20.21,20.37,19.1,18.97,4.95,4.71,4.87,4.66,4.67,4.7,4.62,15.2,17.04,13.9,17.63,16.1,15.6,12.3,3828.728571,33.59428571,20.21285714,4.74,15.39571429
681,DS11.41126,IA3023xPI427136,3209,1986,4405,3443,3908,5791,4193,3208.6,1985.8,4404.9,3443.2,3907.7,5791,4193.3,33.08,34.4,31.54,33.54,34.41,35.1,35.57,19.66,19.37,21.53,20.28,19.99,18.7,20.12,4.84,4.72,4.89,4.76,4.7,4.8,4.56,15,18.58,14.1,16.56,17.1,16.8,13.6,3847.785714,33.94857143,19.95,4.752857143,15.96285714
682,DS11.41127,IA3023xPI427136,3128,2696,3356,3282,4686,4978,4371,3128.4,2695.6,3355.8,3281.8,4685.8,4977.8,4370.9,33.25,32.22,32.27,34.55,34.06,35.2,34.93,18.79,20.78,21.43,19.39,19.74,18.7,19.9,4.97,4.78,4.84,4.75,4.76,4.7,4.69,15.2,15.78,14.2,16.32,16.7,16.1,14.2,3785.157143,33.78285714,19.81857143,4.784285714,15.5
683,DS11.41128,IA3023xPI427136,2960,3319,3221,3114,3628,6188,4023,2959.5,3319.4,3221.3,3113.7,3628.5,6188.4,4023.4,33.21,32.21,31.99,36.26,33.97,34.9,33.4,19.15,21.26,22.11,19.35,20.14,19.5,21.25,4.86,4.74,4.8,4.58,4.7,4.7,4.71,16.3,17.29,14,17.84,17.3,16.6,15,3779.171429,33.70571429,20.39428571,4.727142857,16.33285714
684,DS11.41129,IA3023xPI427136,3209,1417,3114,3154,4073,4387,4094,3208.9,1417.1,3113.7,3154,4073,4387.2,4094.2,34.64,34.06,32.7,34.31,35.28,35.5,37.35,18.52,19.38,21.14,19.75,19.69,18.7,18.44,4.93,4.77,4.83,4.73,4.65,4.7,4.52,13.1,17.69,12.9,16.44,15.8,15.4,11.8,3349.728571,34.83428571,19.37428571,4.732857143,14.73285714
685,DS11.41130,IA3023xPI427136,3381,2411,3470,3295,3869,6225,5258,3381.1,2411,3470.1,3295.3,3868.7,6225.3,5258.4,32.89,33.02,32.02,36.28,34.68,35.5,34.72,18.89,20.09,21.61,18.45,19.61,18.7,20.02,4.99,4.78,4.88,4.65,4.73,4.7,4.68,16.4,19.47,14.7,18.23,18.6,17.5,16.3,3987.128571,34.15857143,19.62428571,4.772857143,17.31428571
686,DS11.41132,IA3023xPI427136,2701,2541,3665,3067,4510,5934,4865,2701.3,2540.9,3665.1,3066.6,4509.7,5934.3,4865.2,34.32,33.96,33.96,36.89,34.98,36.5,35.88,18.57,19.74,21.07,18.36,19.43,18.5,19.4,4.89,4.77,4.68,4.59,4.67,4.6,4.59,15,17.01,13.9,16.77,16.7,15.3,12.8,3897.585714,35.21285714,19.29571429,4.684285714,15.35428571
687,DS11.41133,IA3023xPI427136,3779,3436,3484,3652,4697,5852,5129,3779.2,3436.5,3483.6,3651.7,4696.9,5851.8,5128.7,32.72,33.7,32.86,35.68,34.47,35.5,35.04,19.04,19.6,21.51,19.01,19.96,19,20.08,4.93,4.73,4.77,4.63,4.69,4.7,4.72,18.1,20.7,17.3,19.34,19.1,18.1,16.9,4289.771429,34.28142857,19.74285714,4.738571429,18.50571429
688,DS11.41134,IA3023xPI427136,3012,2475,3161,3147,3760,5382,3672,3012.5,2475.3,3160.8,3147.3,3760.5,5382,3671.9,32.56,34.76,32.21,37.13,35.71,37.1,37.96,19.99,19.93,21.64,19.72,19.8,18.1,18.91,4.89,4.66,4.82,4.47,4.57,4.6,4.39,15.2,19.74,15.9,21.22,19.5,19.1,14.4,3515.757143,35.34714286,19.72714286,4.628571429,17.86571429
689,DS11.41135,IA3023xPI427136,2465,2471,4244,3342,3253,6190,4500,2465,2470.6,4243.5,3342.3,3253.4,6190,4500.5,34.27,34.71,31.62,35.56,34.76,35.6,36.06,19.37,19.02,22.03,19.38,19.74,18.2,19.33,4.76,4.8,4.84,4.66,4.66,4.8,4.61,14.2,17.13,12.7,15.57,15.6,16.2,13.8,3780.757143,34.65428571,19.58142857,4.732857143,15.02857143
690,DS11.41136,IA3023xPI427136,2588,2213,2972,3248,3296,5499,3494,2587.6,2213.3,2972.5,3248.2,3296.4,5499,3494.2,32.56,31.65,30.64,32.95,33.44,34.9,34.59,19.57,20.62,21.76,20.2,19.94,18.9,19.92,4.93,4.85,4.94,4.77,4.78,4.8,4.65,14.3,17.2,13.5,15.9,16.4,16,12.9,3330.171429,32.96142857,20.13,4.817142857,15.17142857
691,DS11.41137,IA3023xPI427136,3353,2249,3591,3524,2382,5531,4450,3353.4,2249.4,3591.2,3523.9,2381.7,5531,4450,32.85,34.85,32.2,34.32,34.28,34.9,35.34,19.2,18.8,21.39,19.64,19.91,19,19.54,4.98,4.69,4.84,4.74,4.73,4.8,4.68,15.6,18.55,14.4,16.5,17.5,15.9,12.6,3582.942857,34.10571429,19.64,4.78,15.86428571
692,DS11.41138,IA3023xPI427136,2923,2972,3215,3497,3780,4752,3699,2923.4,2971.5,3214.6,3497,3780,4752.4,3699,33.31,33.05,31.61,35.22,33.97,35.4,35.34,18.56,20.41,21.8,19.04,19.64,18.3,19.28,4.96,4.75,4.9,4.72,4.83,4.8,4.69,17,17.01,15.1,17.39,17.2,16.5,14.1,3548.271429,33.98571429,19.57571429,4.807142857,16.32857143
693,DS11.41139,IA3023xPI427136,3108,1694,3672,3228,3306,5761,3606,3107.7,1693.7,3671.9,3228,3305.5,5761.2,3606.1,33.91,34.01,29.77,32.91,34.17,35.2,35.42,19.27,19.23,22.07,20.16,19.85,18.5,18.81,4.83,4.75,5.02,4.8,4.75,4.8,4.75,13,18.82,13.7,18.02,17.4,14.5,13.2,3482.014286,33.62714286,19.69857143,4.814285714,15.52
694,DS11.41140,IA3023xPI427136,3214,2062,4318,3450,3459,5205,4618,3214.4,2062.5,4317.5,3449.9,3459.4,5205.3,4618.3,33.1,34.67,31.54,35.85,34.83,34.8,35.04,19.28,19.21,21.68,19.48,19.65,18.8,20.03,4.92,4.75,4.92,4.63,4.71,4.8,4.64,16.7,21.28,16,22.17,19.9,20.3,15.6,3761.042857,34.26142857,19.73285714,4.767142857,18.85
