id,progeny,family,IA_2012_yield,IA_2013_yield,IL_2012_yield,IL_2013_yield,IN_2012_yield,IN_2013_yield,NE_2012_yield,IA_2012_Yield,IA_2013_Yield,IL_2012_Yield,IL_2013_Yield,IN_2012_Yield,IN_2013_Yield,NE_2012_Yield,IA_2013_Protein,IL_2012_Protein,IL_2013_Protein,IN_2012_Protein,IN_2013_Protein,NE_2012_Protein,NE_2013_Protein,IA_2013_Oil,IL_2012_Oil,IL_2013_Oil,IN_2012_Oil,IN_2013_Oil,NE_2012_Oil,NE_2013_Oil,IA_2013_Fiber,IL_2012_Fiber,IL_2013_Fiber,IN_2012_Fiber,IN_2013_Fiber,NE_2012_Fiber,NE_2013_Fiber,IA_2013_seedWT,IL_2012_seedWT,IL_2013_seedWT,IN_2012_seedWT,IN_2013_seedWT,NE_2012_seedWT,NE_2013_seedWT,mean_Yield,mean_Protein,mean_Oil,mean_Fiber,mean_seedWT
569,DS11.40084,IA3023xPI398881,2156,2886,3524,2670,2546,5120,3267,2156.4,2885.5,3523.9,2669.8,2546.3,5119.6,3267.2,31.8,32.12,32.58,31.95,34.2,34.6,34.52,18.88,20.01,21.49,20.51,20.06,18.7,19.7,5.1,4.85,4.79,4.87,4.69,4.8,4.73,13.4,14,12.2,12.07,14.8,12,10.2,3166.957143,33.11,19.90714286,4.832857143,12.66714286
570,DS11.40086,IA3023xPI398881,2262,2826,3524,2327,3202,4613,2475,2262.1,2825.8,3523.9,2326.9,3201.6,4613.4,2475.1,33.43,33.2,32.91,36,35.14,35,34.51,18.85,20.52,21.69,19.44,20.04,18.8,20.68,4.96,4.72,4.73,4.6,4.59,4.8,4.62,16.8,19.19,15.3,16.8,18.6,14.2,13.4,3032.685714,34.31285714,20.00285714,4.717142857,16.32714286
571,DS11.40087,IA3023xPI398881,2008,3111,2266,2529,3092,4015,3648,2008.1,3110.9,2266.3,2528.6,3091.7,4014.8,3648.5,36.77,33.17,34.08,34.59,33.65,33.5,35.33,18.98,20.25,20.53,19.03,20.07,19.1,19.25,4.93,4.77,4.77,4.8,4.8,4.9,4.73,19.6,18.09,15.4,16.38,17.4,14.5,12.2,2952.7,34.44142857,19.60142857,4.814285714,16.22428571
572,DS11.40088,IA3023xPI398881,2569,2529,2636,2804,3092,4356,2361,2568.8,2528.8,2636.2,2804.3,3091.7,4356,2360.8,32.43,33.26,34.69,34.46,35.75,34.5,36.4,19.65,19.87,20.1,18.98,19.01,18.7,18.78,4.97,4.8,4.75,4.81,4.69,4.8,4.59,16,17.99,14.8,15.12,16.5,16.4,13.2,2906.657143,34.49857143,19.29857143,4.772857143,15.71571429
573,DS11.40089,IA3023xPI398881,2331,2836,2199,2737,3117,4489,4553,2330.9,2836.4,2199.1,2737.1,3116.8,4488.8,4553.4,33.14,32,33.74,32.56,32.45,34.6,35.3,18.86,20.23,20.45,19.79,20.39,19,18.87,4.93,4.84,4.8,4.91,4.91,4.8,4.7,15,14.83,14.2,12.85,13.7,14.7,11.4,3180.357143,33.39857143,19.65571429,4.841428571,13.81142857
574,DS11.40092,IA3023xPI398881,3196,2681,3073,2616,3712,5466,4347,3195.7,2681.3,3073.3,2616,3711.7,5466.1,4346.8,32.12,32.93,33.11,33.69,35,33.9,35.87,18.76,20.19,21.07,20.09,19.86,19.4,19.12,5.09,4.79,4.78,4.72,4.64,4.8,4.65,14.1,15.63,13.4,13.87,16.1,12.4,11.1,3584.414286,33.80285714,19.78428571,4.781428571,13.8
575,DS11.40094,IA3023xPI398881,2479,3170,2670,2266,3923,4467,3860,2478.6,3169.8,2669.8,2266.3,3923,4467.3,3860.4,32.61,30.48,33.71,33.76,33.5,34.6,36.25,18.81,22.07,21.83,20.43,20.62,19.7,19.77,4.97,4.81,4.64,4.68,4.72,4.7,4.62,15.3,14.92,12.5,15.03,16,14.5,11.7,3262.171429,33.55857143,20.46142857,4.734285714,14.27857143
576,DS11.40095,IA3023xPI398881,3006,3005,3053,3558,3485,5000,3859,3006.1,3005,3053.2,3557.5,3484.6,4999.6,3858.6,33.42,32.01,33.66,32.95,34.57,35.5,35.76,19.13,21.01,21.29,19.99,20.44,19,19.61,4.88,4.72,4.75,4.81,4.67,4.7,4.59,15.7,18.88,17.1,16.08,19,16.5,13.3,3566.371429,33.98142857,20.06714286,4.731428571,16.65142857
577,DS11.40097,IA3023xPI398881,2999.5,2738,2908.5,2864.5,3431.5,4996,4167.5,3060.8,2681.8,3463.4,2777.4,2843.2,4996.3,4718.9,31.23,32.93,32.11,33.16,33.41,34.8,35.17,18.91,20.02,21.46,20.02,20.3,18.9,19.74,5.06,4.83,4.81,4.78,4.75,4.8,4.63,16.9,19.25,15.9,16.32,19,16.5,13.1,3505.971429,33.25857143,19.90714286,4.808571429,16.71
578,DS11.40098,IA3023xPI398881,2479,2763,3591,3242,4290,4796,4952,2478.6,2763.1,3591.2,3241.5,4289.6,4795.9,4952.4,32.96,31.55,32.79,33.64,33.34,32.9,33.64,19.32,21.08,21.73,19.82,20.45,19.8,20.27,4.99,4.79,4.73,4.72,4.75,4.8,4.77,17.1,18.12,15.5,16.86,17.9,15.2,12.9,3730.328571,32.97428571,20.35285714,4.792857143,16.22571429
579,DS11.40099,IA3023xPI398881,2175,2650,2663,2468,2945,4296,3545,2174.6,2649.7,2663.1,2468.1,2944.9,4296.2,3544.6,34.67,33.06,34.4,33.65,34.2,34.7,34.73,18.99,20.3,20.23,20.03,19.88,19.1,19.85,4.87,4.71,4.72,4.72,4.73,4.7,4.69,16.7,19.84,15.2,15.96,18,19.6,14.4,2963.028571,34.20142857,19.76857143,4.734285714,17.1
580,DS11.40100,IA3023xPI398881,3265,2800,3403,2293,3521,4787,3719,3265.3,2800.2,3402.9,2293.2,3520.6,4787,3719,32.49,31.03,32.96,32.74,34.16,34.9,35.31,19.14,21.17,22,20.31,20.41,18.6,19.87,5,4.81,4.83,4.78,4.68,4.8,4.62,15,17.13,13.2,15.9,15.6,13.1,11.7,3398.314286,33.37,20.21428571,4.788571429,14.51857143
581,DS11.40101,IA3023xPI398881,2906,2789,3403,2663,3660,5084,3602,2906.1,2788.6,3402.9,2663.1,3660.2,5083.6,3601.6,32.1,33.09,32.14,34.01,32.41,36.3,35.25,18.89,19.98,21.62,19.68,20.77,18.3,19.75,5.09,4.8,4.84,4.75,4.84,4.7,4.65,14.2,15.88,11.4,15,14.6,13.1,13.9,3443.728571,33.61428571,19.85571429,4.81,14.01142857
582,DS11.40102,IA3023xPI398881,2476,2668,3396,3436,3919,4772,3362,2475.9,2667.5,3396.1,3436.5,3919,4772.1,3362.1,33.79,32.58,31.74,34.61,33.41,34.1,35.59,18.36,20.28,21.32,19.33,20.24,19,19.33,4.87,4.79,4.91,4.71,4.79,4.8,4.81,17.8,18.91,14.9,16.29,17.4,15,14,3432.742857,33.68857143,19.69428571,4.811428571,16.32857143
583,DS11.40103,IA3023xPI398881,3648,2715,2266,2771,4241,4615,4347,3648.1,2714.7,2266.3,2770.7,4241,4614.9,4346.6,33.8,32.68,33.83,34.98,34.21,34.9,35.72,19.27,21.28,20.86,19.87,19.94,19.2,19.64,4.81,4.69,4.72,4.63,4.71,4.7,4.56,16.4,16.52,15.7,17.99,17.5,18.2,16.2,3514.614286,34.30285714,20.00857143,4.688571429,16.93
584,DS11.40104,IA3023xPI398881,2561,2894,2556,3073,3589,4539,4249,2560.7,2894.3,2555.5,3073.3,3589.1,4539,4249.3,31.29,31.77,32.75,33.29,33.57,33.8,34.74,19.08,20.49,20.68,19.78,20.1,19,19.22,5.12,4.86,4.85,4.81,4.78,4.9,4.73,14.1,14.03,12,13.9,14.1,12.7,10.9,3351.6,33.03,19.76428571,4.864285714,13.10428571
585,DS11.40106,IA3023xPI398881,2741,3157,3652,3800,3541,5009,3815,2740.7,3157.4,3651.7,3799.6,3541,5008.7,3815.3,34.23,33,32.45,33.79,34.3,34.2,34.73,18.47,19.94,21.1,19.25,19.87,18.9,19.91,4.86,4.79,4.84,4.8,4.74,4.8,4.68,16.5,17.99,15.2,15.75,16.8,15.7,13.1,3673.485714,33.81428571,19.63428571,4.787142857,15.86285714
586,DS11.40112,IA3023xPI398881,3260,3061,2724,2764,3056,3383,4193,3260.1,3061,2723.6,2764,3056.1,3383.1,4193,32.53,31.87,32.33,33.63,32.52,33.7,33.67,18.96,20.45,20.81,19.75,20.41,19.2,20.56,5,4.83,4.88,4.75,4.85,4.9,4.72,16.9,17.41,15.8,16.26,16.4,17.5,14.7,3205.842857,32.89285714,20.02,4.847142857,16.42428571
587,DS11.40113,IA3023xPI398881,3098,3188,2878,3107,3643,4548,2012,3097.6,3187.8,2878.3,3107,3643.4,4548.1,2012.2,34.08,33.2,33.21,35.35,33.99,34.9,35.77,18.38,20.42,20.82,19.28,20.67,18.8,19.02,4.89,4.74,4.77,4.63,4.66,4.8,4.66,17.7,18.42,14.4,15.78,16.6,13.6,12.4,3210.628571,34.35714286,19.62714286,4.735714286,15.55714286
588,DS11.40114,IA3023xPI398881,3486,3002,2932,2630,3038,5647,4282,3486.3,3001.8,2932.1,2629.5,3037.5,5647,4282.2,32.94,31.46,32.29,31.42,33.23,33,34.59,19.45,21.31,21.63,20.92,20.63,20.2,20.17,4.95,4.77,4.82,4.85,4.76,4.8,4.67,17.6,18.55,15.4,16.38,17.7,15.7,14.2,3573.771429,32.70428571,20.61571429,4.802857143,16.50428571
589,DS11.40116,IA3023xPI398881,2287,2990,2603,2878,3766,4016,3661,2287.1,2989.6,2602.6,2878.3,3765.7,4016,3660.7,33.38,32.22,33.9,34.26,34.9,33.8,34.67,19.53,20.39,20.58,19.1,19.32,19.1,19.47,4.86,4.8,4.75,4.8,4.72,4.8,4.75,15.1,16.61,13.8,14.82,15.2,13.2,12.5,3171.428571,33.87571429,19.64142857,4.782857143,14.46142857
590,DS11.40119,IA3023xPI398881,2718,3033,2529,3611,4137,4795,3421,2718.3,3033.3,2528.6,3611.3,4137.4,4794.7,3420.8,31,29.73,30.91,33.24,33.11,32.7,35.43,19.49,21.66,21.63,20.17,20.2,19.3,18.66,5.13,4.89,4.94,4.8,4.8,4.9,4.73,14.4,16.64,12.1,14.94,14.4,12.9,10.7,3463.485714,32.30285714,20.15857143,4.884285714,13.72571429
591,DS11.40120,IA3023xPI398881,2513,2861,2495,3033,3725,5058,4200,2513.3,2860.9,2495,3033,3725.1,5058.5,4200.5,34.42,35.32,33.37,36.59,34.11,35.3,35,19.41,19.57,21.62,19.02,20.62,19.4,20.61,4.81,4.64,4.71,4.57,4.68,4.7,4.56,17.1,20.48,15.3,17.81,18.5,17.3,15.6,3412.328571,34.87285714,20.03571429,4.667142857,17.44142857
592,DS11.40121,IA3023xPI398881,3099,3182,3773,3282,4354,5644,4604,3099,3182.4,3772.7,3281.8,4354.4,5644.5,4603.8,33.17,33.39,33.72,34.6,34.06,34.6,34.74,19.23,19.97,21.12,19.49,20.27,19.3,19.72,4.92,4.75,4.73,4.71,4.72,4.7,4.71,17.5,19.07,14.6,15.96,16.9,15,12.4,3991.228571,34.04,19.87142857,4.748571429,15.91857143
593,DS11.40122,IA3023xPI398881,2572,2984,2872,3127,3871,4974,3663,2571.7,2983.5,2871.6,3127.1,3870.6,4974.5,3663,34.46,33.58,36.14,35.86,36.55,35.2,37.01,18.34,19.98,20.07,18.69,19.23,18.6,18.69,4.84,4.77,4.56,4.67,4.54,4.8,4.53,16.5,16.89,15.6,15.45,17.1,14.8,12.8,3437.428571,35.54285714,19.08571429,4.672857143,15.59142857
594,DS11.40123,IA3023xPI398881,2024,2719,3194,2824,4169,4960,3397,2024.5,2718.6,3194.4,2824.5,4168.7,4959.6,3397,34.06,34.16,34.28,36.13,34.61,35.7,35.83,18.64,19.51,19.98,18.59,19.34,18.4,19.44,4.87,4.72,4.74,4.66,4.77,4.7,4.59,16.4,19.1,14.9,16.77,17.1,17.3,13.3,3326.757143,34.96714286,19.12857143,4.721428571,16.41
595,DS11.40124,IA3023xPI398881,2323,2660,2307,2677,3779,5222,3043,2322.8,2659.8,2306.7,2676.6,3779.4,5221.9,3042.7,34.01,34.33,32.71,36.02,33.79,36.2,34.74,18.94,19.46,21.13,18.41,20.01,18.5,19.28,4.9,4.72,4.82,4.68,4.76,4.7,4.76,15.8,18.85,12.7,16.02,16.1,14.6,12.7,3144.271429,34.54285714,19.39,4.762857143,15.25285714
596,DS11.40142,IA3023xPI398881,2183,2354,3026,2824,3798,5773,3168,2182.8,2354.3,3026.3,2824.5,3797.9,5772.8,3167.6,33.12,33.64,32.14,36.26,33.8,35.3,35.66,18.94,19.24,20.69,18.3,19.65,18.2,18.64,4.98,4.84,4.89,4.64,4.77,4.8,4.69,15,18.33,14,16.89,17.6,13.1,11.6,3303.742857,34.27428571,19.09428571,4.801428571,15.21714286
597,DS11.40143,IA3023xPI398881,3235,2508,3504,3383,4004,4729,4733,3235,2508.1,3503.7,3382.7,4004.1,4728.8,4732.7,33.39,33.78,34.44,34.41,35.38,35.9,35.82,18.71,20.19,20.68,19.78,20.17,19,19.67,4.93,4.66,4.66,4.66,4.66,4.6,4.56,12.7,20.05,16.4,18.14,21.1,19.5,17.8,3727.871429,34.73142857,19.74285714,4.675714286,17.95571429
598,DS11.40144,IA3023xPI398881,2459,2613,3322,3194,5388,3527,5038,2459,2613,3322.2,3194.4,5388.5,3526.9,5038.3,31.78,30.99,32.62,35.23,29.8,34.5,34.53,19.42,21.09,21.21,18.91,22,19.3,20.52,5.04,4.82,4.85,4.71,4.99,4.8,4.63,15.1,16.7,12.9,16.89,14.3,16.8,13.9,3648.9,32.77857143,20.35,4.834285714,15.22714286
599,DS11.40145,IA3023xPI398881,2445,1839,2192,2784,3923,4674,4368,2445.2,1839.3,2192.4,2784.2,3922.9,4674.3,4368.4,33.57,33.81,34.12,37.22,34.15,35.9,36.26,19.45,20.62,20.96,18.73,19.85,18.9,19.11,4.89,4.7,4.68,4.53,4.74,4.7,4.61,15.1,18.52,15.1,19.49,19.7,17.7,15.2,3175.242857,35.00428571,19.66,4.692857143,17.25857143
600,DS11.40146,IA3023xPI398881,2852,2670,2011,2744,3182,4650,2708,2852.2,2669.9,2010.8,2743.8,3182.2,4649.9,2708.3,32.82,32.43,32.49,34.41,33.43,34.3,34.89,19.12,20.84,21.75,19.75,20.76,19.3,19.84,5.02,4.75,4.76,4.68,4.71,4.8,4.64,16.8,16.4,15.4,17.15,17.8,16.2,13.6,2973.871429,33.53857143,20.19428571,4.765714286,16.19285714
601,DS11.40147,IA3023xPI398881,2173,2257,3753,2811,5739,3452,4762,2173.1,2256.7,3752.6,2811.1,5738.9,3452.5,4761.8,33.28,31.15,32.7,34.29,32.54,34.9,34.74,18.67,21.12,21,19.42,20.84,19.2,20.13,4.92,4.82,4.88,4.76,4.84,4.7,4.66,13.4,16.7,12.8,15.54,14.4,15.9,14.6,3563.814286,33.37142857,20.05428571,4.797142857,14.76285714
602,DS11.40149,IA3023xPI398881,3065,2194,2495,3120,3849,5677,3941,3065.3,2194.2,2495,3120.4,3849,5676.7,3940.8,34.09,34.27,33.81,35.95,34.7,35.6,33.91,19.37,20.38,20.9,19.31,20.02,19.3,20.26,4.83,4.67,4.77,4.59,4.63,4.6,4.76,15.5,18.58,16.4,17.48,19.2,15.9,14.1,3477.342857,34.61857143,19.93428571,4.692857143,16.73714286
603,DS11.40152,IA3023xPI398881,2612,2194,2260,2744,3592,4762,3648,2612.2,2194.2,2259.6,2743.8,3592.3,4761.7,3647.9,34.52,32.2,32.32,33.95,33.73,34.3,34.09,19.85,21.06,21.32,19.55,19.95,19.1,20.3,4.84,4.77,4.88,4.73,4.79,4.8,4.71,16,17.29,16.5,17.81,20.3,18.3,15.2,3115.957143,33.58714286,20.16142857,4.788571429,17.34285714
604,DS11.40154,IA3023xPI398881,2828,3220,3457,2919,4472,4338,4565,2828,3220.1,3456.7,2918.7,4472.3,4337.6,4564.9,31.83,34.67,35.21,36.1,34.91,36.4,37.55,19.33,19.79,20.55,19.11,20.23,19,19.32,5.04,4.65,4.63,4.61,4.61,4.6,4.4,15,16.86,14.4,16.05,17.8,16,14.3,3685.471429,35.23857143,19.61857143,4.648571429,15.77285714
605,DS11.40155,IA3023xPI398881,1959,2905,1903,2495,3160,5633,4054,1958.6,2905.1,1903.2,2495,3159.5,5632.9,4054.5,33.99,32.43,31.27,33.24,33.19,33.1,33.48,19.24,20.15,21.39,19.45,20.07,19.3,20.19,4.86,4.81,4.93,4.87,4.82,4.9,4.78,16,18.73,14.2,14.61,18.6,14.5,12.8,3158.4,32.95714286,19.97,4.852857143,15.63428571
606,DS11.40157,IA3023xPI398881,2066,2932,2428,2697,3726,4556,4851,2065.9,2932.1,2427.7,2696.7,3725.9,4556.1,4851,32.88,32.69,33.31,34.97,35.19,34.8,35.88,20.37,21.05,21.58,19.53,20.06,19.3,19.66,4.87,4.68,4.72,4.66,4.6,4.7,4.58,15.7,18.12,14.7,16.94,18,17.3,13.4,3322.2,34.24571429,20.22142857,4.687142857,16.30857143
607,DS11.40158,IA3023xPI398881,2484,2249,2818,2979,2542,4624,3097,2484.4,2248.8,2817.8,2979.2,2542.2,4623.8,3097.4,34.27,35.65,33.67,34.56,34.3,35,34.77,18.69,19.01,19.9,19.13,19.51,18.6,19.47,4.91,4.68,4.84,4.78,4.75,4.7,4.73,15.4,19.28,15.5,14.08,17.7,14.5,14,2970.514286,34.60285714,19.18714286,4.77,15.78
608,DS11.40159,IA3023xPI398881,3517,2848,3632,2643,5104,3510,4207,3516.9,2847.9,3631.5,2642.9,5104.4,3510.1,4207.4,32.52,31.91,32.29,35.02,30.54,34.1,35.12,19.45,19.69,20.06,18.15,20.79,18.6,18.94,4.94,4.91,4.98,4.8,5.05,4.8,4.74,16.1,15.45,11.4,14.64,12.7,14.3,12.3,3637.3,33.07142857,19.38285714,4.888571429,13.84142857
609,DS11.40160,IA3023xPI398881,2009,2330,2408,2448,3534,4248,3412,2009.1,2329.9,2407.6,2447.9,3534.4,4247.8,3412.3,31.67,34.25,33.42,35.69,33.79,35.4,34.15,20.36,19.52,21.06,18.91,20.19,18.7,20,4.98,4.71,4.77,4.67,4.74,4.7,4.74,14.5,19.87,14.2,16.29,16.6,14.8,13.5,2912.714286,34.05285714,19.82,4.758571429,15.68
610,DS11.40161,IA3023xPI398881,3059,2817,2118,2730,3940,4764,3461,3059.4,2816.9,2118.4,2730.4,3940,4764.4,3460.6,33.68,35.26,34.72,35.84,35.32,35.9,35.4,19.53,19.45,20.47,19.26,19.43,18.7,19.51,4.88,4.64,4.68,4.59,4.68,4.7,4.65,17.4,17.01,13.7,16.91,17.5,15.6,13.3,3270.014286,35.16,19.47857143,4.688571429,15.91714286
611,DS11.40167,IA3023xPI398881,2370,2754,4257,2838,4925,3514,5050,2369.9,2753.9,4256.9,2838,4924.7,3514.5,5049.7,32.42,32.42,33.77,34.8,31.28,35,35.67,18.85,20.05,20.64,19.01,20.81,19,19.53,5.04,4.82,4.78,4.76,4.95,4.7,4.61,13.3,18.64,12.9,17.12,16,16.6,14.2,3672.514286,33.62285714,19.69857143,4.808571429,15.53714286
612,DS11.40168,IA3023xPI398881,2312,2317,3652,3268,4891,4964,4695,2312.1,2316.7,3651.7,3268.4,4890.9,4964.5,4694.6,33.07,32.72,33.7,35.3,34.29,34.4,34.27,19.23,20.18,20.33,18.95,19.86,19.2,20.26,4.91,4.8,4.85,4.71,4.73,4.8,4.68,14.6,18.67,13.7,17.03,17.4,17.3,15,3728.414286,33.96428571,19.71571429,4.782857143,16.24285714
613,DS11.40169,IA3023xPI398881,2728,2174,3625,3053,3584,4389,2856,2727.5,2174.2,3624.8,3053.2,3584.1,4388.9,2856.1,34.27,34.2,33.4,33.79,35.56,36.1,36.41,18.98,19.73,21.55,19.96,19.8,18.6,19.56,4.84,4.65,4.71,4.75,4.59,4.7,4.53,15.4,20.17,14.6,15.09,18.2,16.7,15.8,3201.257143,34.81857143,19.74,4.681428571,16.56571429
614,DS11.40171,IA3023xPI398881,3433,2446,3423,2986,4001,3086,4586,3432.9,2446.1,3423,2985.9,4000.9,3086.1,4586.3,32.74,34.2,34.3,36.45,31.62,34.6,35.04,19.58,19.56,20.05,18.71,21.41,19.1,19.89,4.88,4.75,4.75,4.61,4.85,4.8,4.67,14.2,17.78,14.9,17.87,15.9,17.5,15.1,3423.028571,34.13571429,19.75714286,4.758571429,16.17857143
615,DS11.40172,IA3023xPI398881,2992,2632,3221,3154,4624,4426,4448,2992,2631.7,3221.3,3154,4624,4426.3,4447.5,33.42,30.95,32.45,33.62,33.16,33.5,34.19,18.65,20.9,20.86,19.41,20.09,19.4,19.97,4.92,4.85,4.89,4.79,4.83,4.9,4.74,16.2,15.57,12.2,15.45,15.2,15,13,3642.4,33.04142857,19.89714286,4.845714286,14.66
616,DS11.40175,IA3023xPI398881,2235,2254,2266,2670,3863,4692,4243,2234.9,2254.2,2266.3,2669.8,3863,4691.9,4243.2,33.39,31.91,32.53,35.06,34.12,34.3,33.8,19.78,21.25,21.31,19.63,20.49,19.6,20.75,4.88,4.74,4.79,4.63,4.65,4.8,4.68,13.4,14.89,12.4,16.62,16.7,14.2,12.6,3174.757143,33.58714286,20.40142857,4.738571429,14.40142857
617,DS11.40177,IA3023xPI398881,2479,3339,2535,2650,3617,5089,2857,2479.1,3338.7,2535.3,2649.7,3616.7,5089.1,2857.1,33.69,33.25,33.08,34.44,34.57,35.2,34.38,19.74,20.33,21.38,19.62,20.05,18.5,19.66,4.85,4.73,4.76,4.73,4.65,4.8,4.76,17.5,17.5,13.4,14.4,16.8,12.1,11.6,3223.671429,34.08714286,19.89714286,4.754285714,14.75714286
618,DS11.40178,IA3023xPI398881,2091,2069,2811,3053,3871,4668,2576,2091.3,2068.9,2811.1,3053.2,3870.9,4668.5,2576.4,34.21,31.89,30.51,32.67,32.17,34.1,33.95,18.91,20.79,21.78,20.18,20.76,19.1,19.9,4.89,4.8,4.94,4.83,4.83,4.8,4.77,15.5,18.06,13.4,14.08,15.6,12.9,11.7,3020.042857,32.78571429,20.20285714,4.837142857,14.46285714
619,DS11.40181,IA3023xPI398881,2307,2454,2878,2630,3834,5218,3125,2307,2454.1,2878.3,2629.5,3834.3,5218.3,3124.8,34.44,33.81,33.18,36.63,34.3,34.8,36.04,19.31,19.52,21.09,18.6,19.88,18.8,18.44,4.81,4.76,4.82,4.62,4.77,4.8,4.69,18.1,17.59,14.3,17.78,18.3,15.9,13.9,3206.614286,34.74285714,19.37714286,4.752857143,16.55285714
620,DS11.40182,IA3023xPI398881,2732,2887,2354,2569,3065,4702,2930,2732.1,2886.7,2353.8,2569,3064.8,4702.1,2929.8,33.11,32.39,33.43,34.67,34.8,35.7,36.56,19.3,20.77,21.43,19.46,19.71,18.7,18.71,4.96,4.79,4.73,4.67,4.69,4.7,4.6,15.1,18.12,15.8,18.59,19.4,14.9,13.7,3034.042857,34.38,19.72571429,4.734285714,16.51571429
621,DS11.40183,IA3023xPI398881,3470,2790,3900,3087,4674,5054,3352,3469.5,2790.2,3900.5,3086.8,4673.6,5054,3352.5,33.61,32.9,32.57,34.27,34.48,34,34.52,18.71,19.56,20.7,19.24,19.79,19,19.65,4.9,4.83,4.87,4.74,4.69,4.8,4.73,16,19.1,14.1,16.77,18.3,16.8,15.1,3761.014286,33.76428571,19.52142857,4.794285714,16.59571429
622,DS11.40184,IA3023xPI398881,2657,1436,2441,3161,3504,5368,3721,2656.9,1436.3,2441.2,3160.8,3503.8,5367.6,3721.4,34.34,33.54,33.47,34.72,35.56,37.5,37.42,19.25,20.34,21.32,19.48,19.86,18,18.37,4.84,4.69,4.74,4.69,4.58,4.6,4.5,16.3,17.69,13.7,16.26,17.8,14.8,12.7,3184,35.22142857,19.51714286,4.662857143,15.60714286
623,DS11.40188,IA3023xPI398881,2874,2478,2172,2730,3184,4028,3554,2874.4,2478.2,2172.2,2730.4,3184.3,4028.2,3554.2,33.86,33.66,32.26,32.45,32.31,35,34.72,18.63,19.97,21.75,20.12,20.64,18.9,19.59,4.94,4.73,4.79,4.89,4.86,4.8,4.71,15.5,15.66,13.6,13,15.7,15.6,13.7,3003.128571,33.46571429,19.94285714,4.817142857,14.68
624,DS11.40189,IA3023xPI398881,2693,2095,4129,3342,3936,4138,4666,2692.8,2095.1,4129.2,3342.3,3936.1,4138,4666.4,33.42,34.12,33.82,33.17,33.97,34.8,35.8,19.02,19.35,20.42,20.01,20.07,19.1,19.2,4.94,4.78,4.8,4.82,4.74,4.7,4.63,14,18.73,14.7,14.91,16.9,16.5,15.1,3571.414286,34.15714286,19.59571429,4.772857143,15.83428571
625,DS11.40190,IA3023xPI398881,2799,2322,3793,3087,4892,4946,4865,2798.9,2321.9,3792.9,3086.8,4891.9,4945.8,4865.4,33.05,30.76,31.85,32.84,32.24,32,35.13,18.89,21.7,22.07,20.19,21.47,20.6,20.04,4.93,4.79,4.81,4.8,4.74,4.9,4.63,15,17.75,13.1,15.99,17.4,14.5,13.6,3814.8,32.55285714,20.70857143,4.8,15.33428571
626,DS11.40191,IA3023xPI398881,3184,1839,3302,3033,4766,4097,3940,3183.6,1839.3,3302,3033,4765.9,4096.7,3940,33.53,34.2,33.04,35.4,33.19,35.5,35.74,18.68,19.08,20.79,18.68,20.39,18.2,19.08,4.92,4.79,4.83,4.71,4.79,4.8,4.73,13.8,16.89,14.4,16.32,16.6,16.6,15.2,3451.5,34.37142857,19.27142857,4.795714286,15.68714286
627,DS11.40192,IA3023xPI398881,2140,2543,3477,3026,4738,4378,3422,2139.5,2543,3476.8,3026.3,4738.1,4378.2,3421.9,32.86,32.12,31.87,33.93,32.57,34.7,35.13,18.95,20.24,21.55,19.5,20.65,19,19.67,4.95,4.83,4.88,4.74,4.83,4.7,4.66,16.8,19.56,14.9,17.03,17.4,18.3,15.8,3389.114286,33.31142857,19.93714286,4.798571429,17.11285714
628,DS11.40193,IA3023xPI398881,3564,2346,3961,3517,4913,5263,5363,3564.2,2346.1,3961,3517.2,4913.2,5263.3,5362.9,32.89,32.35,33.58,33.1,33.69,33.9,34.1,19.23,20.01,20.68,19.79,19.93,19.4,20.16,4.91,4.81,4.76,4.79,4.79,4.8,4.7,14.6,17.1,14.2,15.72,17.8,17.2,14.8,4132.557143,33.37285714,19.88571429,4.794285714,15.91714286
629,DS11.40194,IA3023xPI398881,2945,2100,2374,2656,3200,5044,3555,2944.7,2100.5,2373.9,2656.4,3199.8,5043.8,3555.2,34.41,33.54,34.01,35.33,35.06,35.2,35.43,19.28,20.58,20.53,19.17,19.62,18.9,19.48,4.81,4.7,4.75,4.68,4.66,4.7,4.64,15.4,19.96,17.1,17.3,19.6,15.3,14.1,3124.9,34.71142857,19.65142857,4.705714286,16.96571429
630,DS11.40195,IA3023xPI398881,2267,2760,2549,3100,3191,5106,2992,2267.1,2760,2548.8,3100.2,3191.1,5106.2,2992.3,33.52,33.36,32.37,34.86,34.03,34.5,33.94,20.3,19.9,21.27,19.29,19.79,18.9,19.94,4.81,4.77,4.87,4.69,4.77,4.8,4.78,16.2,15.6,14.4,15.6,16.6,14.2,12.8,3137.957143,33.79714286,19.91285714,4.784285714,15.05714286
631,DS11.40196,IA3023xPI398881,2579,1832,3840,3349,5125,3665,5491,2578.9,1831.8,3840,3349.1,5125,3664.7,5491.1,33.89,31.65,33.18,33.89,30.67,33.6,34.72,19.14,21.14,20.62,20.05,21.93,20,20.36,4.84,4.73,4.83,4.7,4.91,4.8,4.63,13.3,18.7,13.5,16.91,16.3,18.4,16.5,3697.228571,33.08571429,20.46285714,4.777142857,16.23
